,Name,Brand,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Price
1027,Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,55000,Petrol,Manual,First,1198,4.7
1028,Hyundai Creta 1.6 VTVT S,Hyundai,36855,Petrol,Manual,Second,1591,8.77
1029,Hyundai i10 Magna 1.2,Hyundai,46821,Petrol,Manual,First,1197,3.42
1030,Chevrolet Beat LS,Chevrolet,120000,Petrol,Manual,First,1199,2.5
1031,Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,29000,Diesel,Automatic,First,2993,20.0
1032,Nissan Terrano XL,Nissan,40000,Petrol,Manual,First,1598,5.25
1033,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Audi,60000,Diesel,Automatic,Second,1968,14.5
1034,Hyundai i10 Asta AT,Hyundai,64984,Petrol,Automatic,First,1197,3.45
1035,Maruti Alto K10 VXI AGS,Maruti,73204,Petrol,Automatic,First,998,3.3
1036,Maruti Vitara Brezza VDi,Maruti,35000,Diesel,Manual,First,1248,6.5
1037,Hyundai EON D Lite Plus,Hyundai,17729,Petrol,Manual,First,814,3.65
1038,Mahindra XUV300 W8 Diesel,Mahindra,97000,Diesel,Manual,First,1497,7.25
1039,Hyundai Verna CRDi 1.6 SX Option,Hyundai,89614,Diesel,Manual,First,1582,6.01
1040,Maruti Wagon R VXI,Maruti,14000,Petrol,Manual,First,998,2.8
1041,Hyundai i20 Sportz Option,Hyundai,50000,Petrol,Manual,First,1197,4.0
1042,Honda City i VTEC V,Honda,62505,Petrol,Manual,First,1497,5.95
1043,Toyota Innova 2.5 V Diesel 7-seater,Toyota,248000,Diesel,Manual,Second,2494,9.2
1044,Hyundai Verna CRDi SX,Hyundai,94900,Diesel,Manual,First,1493,5.35
1045,Tata Hexa XT,Tata,55000,Diesel,Manual,First,2179,12.0
1046,Maruti Wagon R VXI,Maruti,53934,Petrol,Manual,Second,998,2.69
1047,BMW 5 Series 2013-2017 525d Luxury Line,BMW,58500,Diesel,Automatic,Second,1995,27.5
1048,Honda Amaze EX i-Vtech,Honda,48000,Petrol,Manual,First,1198,2.75
1049,Maruti Alto 800 2016-2019 LXI,Maruti,24000,Petrol,Manual,First,796,2.8
1050,Hyundai Verna 1.6 SX VTVT,Hyundai,52001,Petrol,Manual,First,1591,6.45
1051,Tata Tiago 1.2 Revotron XZ,Tata,9565,Petrol,Manual,First,1199,5.88
1052,Maruti Swift LXI,Maruti,32953,Petrol,Manual,First,1197,4.65
1053,Hyundai EON Era,Hyundai,18000,Petrol,Manual,First,814,2.5
1054,Mercedes-Benz E-Class E 220 d,Mercedes-Benz,20446,Petrol,Automatic,First,1950,51.35
1055,Hyundai i20 Magna 1.4 CRDi,Hyundai,33016,Diesel,Manual,First,1396,6.85
1056,Toyota Etios VD,Toyota,48000,Diesel,Manual,First,1364,5.25
1057,Toyota Corolla Altis Diesel D4DG,Toyota,72022,Diesel,Manual,First,1364,9.23
1058,Mini Cooper 5 DOOR D,Mini,34000,Diesel,Automatic,First,1496,22.0
1059,Volkswagen Polo 1.5 TDI Highline,Volkswagen,69000,Diesel,Manual,First,1498,5.19
1060,Skoda Superb Elegance 1.8 TSI AT,Skoda,108000,Petrol,Automatic,First,1798,4.35
1061,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mercedes-Benz,34700,Diesel,Automatic,First,2148,24.5
1062,Maruti Swift VDi BSIII W/ ABS,Maruti,79000,Diesel,Manual,First,1248,5.75
1063,Honda City i VTEC CVT VX,Honda,58197,Petrol,Automatic,First,1497,9.19
1064,BMW 7 Series 2007-2012 740Li,BMW,66000,Petrol,Automatic,Second,2979,10.75
1065,Hyundai i10 Magna AT,Hyundai,60000,Petrol,Automatic,First,1197,2.99
1066,Maruti Swift Dzire VDI,Maruti,57000,Diesel,Manual,First,1248,3.89
1067,Honda City i DTec VX,Honda,45555,Diesel,Manual,First,1498,11.73
1068,Maruti Omni 8 Seater BSIV,Maruti,55137,Petrol,Manual,First,796,3.11
1069,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Skoda,93325,Diesel,Manual,Second,1968,14.45
1070,Maruti Ertiga SHVS VDI,Maruti,38000,Diesel,Manual,First,1248,8.7
1071,Hyundai Grand i10 CRDi Magna,Hyundai,57738,Diesel,Manual,First,1120,5.04
1072,Maruti Ciaz VDi Plus SHVS,Maruti,38282,Diesel,Manual,First,1248,8.5
1073,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedes-Benz,64000,Diesel,Automatic,First,2143,15.65
1074,Fiat Avventura MULTIJET Emotion,Fiat,32000,Diesel,Manual,First,1248,5.65
1075,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Mercedes-Benz,83000,Petrol,Automatic,First,2497,16.5
1076,Volkswagen Vento Petrol Highline,Volkswagen,67200,Petrol,Manual,First,1598,3.9
1077,BMW 3 Series 320d Luxury Line,BMW,62655,Diesel,Automatic,First,1995,14.5
1078,BMW 5 Series 2013-2017 530d M Sport,BMW,16900,Diesel,Automatic,First,2993,44.0
1079,Hyundai Grand i10 1.2 Kappa Magna,Hyundai,8471,Petrol,Manual,First,1197,5.0
1080,Toyota Innova Crysta 2.8 ZX AT,Toyota,69000,Diesel,Automatic,First,2755,19.75
1081,Renault Duster 110PS Diesel RxZ AMT,Renault,30090,Diesel,Automatic,First,1461,11.44
1082,Tata Indica Vista Aura 1.3 Quadrajet,Tata,120000,Diesel,Manual,First,1248,1.75
1083,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Mercedes-Benz,35939,Petrol,Manual,First,1796,30.42
1084,Mahindra XUV500 W8 4WD,Mahindra,116694,Diesel,Manual,First,2179,9.57
1085,Mahindra Bolero ZLX,Mahindra,40448,Diesel,Manual,First,2523,3.5
1086,Maruti Vitara Brezza ZDi,Maruti,64456,Diesel,Manual,First,1248,10.46
1087,Fiat Avventura MULTIJET Emotion,Fiat,52782,Diesel,Manual,First,1248,4.85
1088,Honda Amaze S Petrol,Honda,51672,Petrol,Manual,First,1199,5.68
1089,Skoda Superb Elegance 1.8 TSI AT,Skoda,56073,Petrol,Automatic,First,1798,13.25
1090,Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,65000,Diesel,Automatic,First,2993,16.0
1091,Maruti Wagon R VXI BSIII,Maruti,79000,Petrol,Manual,First,998,3.0
1092,Toyota Corolla Altis VL,Toyota,70200,Petrol,Automatic,First,1798,5.0
1093,Maruti Swift VXi BSIV,Maruti,42000,Petrol,Manual,First,1197,4.75
1094,Volkswagen Polo 1.2 MPI Highline,Volkswagen,62000,Petrol,Manual,First,1198,5.35
1095,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,20000,Petrol,Manual,First,1197,5.98
1096,Maruti SX4 ZDI,Maruti,80000,Diesel,Manual,Third,1248,3.5
1097,Hyundai Grand i10 1.2 Kappa Magna,Hyundai,50234,Petrol,Manual,First,1197,4.77
1098,Maruti Baleno Delta 1.2,Maruti,50003,Petrol,Manual,First,1197,5.45
1099,Tata Tigor 1.2 Revotron XTA,Tata,1000,Petrol,Automatic,First,1199,6.85
1100,Maruti Swift Dzire AMT ZDI,Maruti,54897,Diesel,Automatic,First,1248,7.3
1101,Tata Indica GLS BS IV,Tata,108995,Petrol,Manual,First,1193,1.25
1102,Maruti SX4 S Cross DDiS 320 Zeta,Maruti,73000,Diesel,Manual,First,1598,8.25
1103,Maruti Swift VXI BSIII,Maruti,65000,Petrol,Manual,First,1298,2.71
1104,Hyundai Xcent 1.2 Kappa SX,Hyundai,32000,Petrol,Manual,First,1197,3.6
1105,Hyundai i20 1.2 Magna,Hyundai,65000,Petrol,Manual,First,1197,3.0
1106,Maruti Celerio VXI AT,Maruti,21600,Petrol,Automatic,First,998,4.65
1107,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedes-Benz,39000,Diesel,Automatic,First,2143,9.5
1108,Maruti Swift Dzire VXi,Maruti,58075,Petrol,Manual,First,1298,2.95
1109,Volkswagen Vento Petrol Trendline,Volkswagen,58000,Petrol,Manual,First,1598,3.0
1110,Maruti Swift ZDi,Maruti,58000,Diesel,Manual,First,1248,5.95
1111,Toyota Corolla Altis VL,Toyota,89000,Petrol,Automatic,First,1798,4.0
1112,Honda Civic 2006-2010 1.8 V MT,Honda,72000,Petrol,Manual,First,1799,2.5
1113,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Ford,1800,Petrol,Automatic,First,1499,11.37
1114,Fiat Linea Emotion Pack (Diesel),Fiat,172050,Diesel,Manual,Second,1248,2.25
1115,Hyundai i10 Era,Hyundai,46230,Petrol,Manual,First,1086,3.1
1116,Volvo XC60 D5 Inscription,Volvo,86925,Diesel,Automatic,First,2400,17.18
1117,Hyundai i20 1.2 Asta,Hyundai,5000,Petrol,Manual,First,1197,6.5
1118,Honda City i DTEC S,Honda,66000,Diesel,Manual,First,1498,5.7
1119,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Toyota,119000,Diesel,Manual,First,2494,8.0
1120,Renault KWID RXT,Renault,45000,Petrol,Manual,First,799,2.6
1121,Maruti A-Star Vxi,Maruti,66149,Petrol,Manual,First,998,2.45
1122,Mercedes-Benz B Class B180,Mercedes-Benz,42070,Petrol,Automatic,First,1595,11.57
1123,Maruti Wagon R LXI BS IV,Maruti,35503,Petrol,Manual,First,998,2.3
1124,Maruti Swift VDI BSIV,Maruti,41460,Diesel,Manual,First,1248,5.9
1125,Hyundai Verna VTVT 1.6 AT SX Option,Hyundai,40600,Petrol,Automatic,First,1591,7.2
1126,Hyundai Verna CRDi 1.6 AT SX Option,Hyundai,87000,Diesel,Automatic,First,1582,5.9
1127,Honda City V MT,Honda,30000,Petrol,Manual,Second,1497,6.0
1128,Hyundai i10 Magna Optional 1.1L,Hyundai,27089,Petrol,Manual,First,1086,1.95
1129,Toyota Etios GD SP,Toyota,53702,Diesel,Manual,First,1364,6.55
1130,Volvo S60 D4 Momentum,Volvo,51000,Diesel,Automatic,First,1969,25.0
1131,Ford Figo Diesel EXI,Ford,36542,Diesel,Manual,First,1399,2.65
1132,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mercedes-Benz,15000,Diesel,Automatic,First,2987,69.5
1133,BMW 3 Series 320d Luxury Line,BMW,65000,Diesel,Automatic,First,1995,14.0
1134,Maruti Alto 800 VXI,Maruti,32000,Petrol,Manual,Second,796,2.1
1135,Toyota Innova Crysta 2.4 VX MT,Toyota,24393,Diesel,Manual,First,2393,20.4
1136,Volkswagen Polo 1.0 MPI Trendline,Volkswagen,1000,Petrol,Manual,First,999,5.68
1137,Nissan Terrano XL,Nissan,28238,Petrol,Manual,First,1598,5.55
1138,Mitsubishi Pajero Sport 4X4,Mitsubishi,59000,Diesel,Manual,First,2477,12.75
1139,Honda Civic 2010-2013 1.8 S MT,Honda,92000,Petrol,Manual,Second,1799,3.35
1140,Maruti Alto 800 LXI,Maruti,56840,Petrol,Manual,First,796,1.55
1141,Volkswagen Vento Diesel Highline,Volkswagen,62746,Diesel,Manual,Second,1598,5.9
1142,Land Rover Freelander 2 HSE,Land,96000,Diesel,Automatic,First,2179,18.98
1143,Honda CR-V 2.0L 2WD MT,Honda,24000,Petrol,Manual,First,1997,11.51
1144,Maruti Ertiga VDI,Maruti,54000,Diesel,Manual,First,1248,7.75
1145,Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,90000,Diesel,Manual,First,2494,13.9
1146,Tata Manza Aura Safire,Tata,40000,Petrol,Manual,First,1368,1.35
1147,Hyundai Verna 1.6 SX VTVT (O) AT,Hyundai,16100,Petrol,Automatic,First,1591,11.6
1148,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Volkswagen,3600,Diesel,Automatic,First,1498,12.25
1149,Honda City 1.5 S MT,Honda,52000,Petrol,Manual,First,1497,3.8
1150,Ford Figo Diesel Titanium,Ford,54000,Diesel,Manual,First,1399,3.25
1151,Honda Jazz 1.2 VX i VTEC,Honda,15399,Petrol,Manual,First,1199,6.4
1152,Volkswagen Polo Petrol Highline 1.2L,Volkswagen,75000,Petrol,Manual,Second,1198,3.95
1153,Honda City i-VTEC S,Honda,76752,Petrol,Manual,First,1497,3.57
1154,Honda City ZX GXi,Honda,56000,Petrol,Manual,Second,1497,1.25
1155,Honda CR-V 2.4L 4WD AT AVN,Honda,46125,Petrol,Automatic,Second,2354,12.5
1156,BMW 5 Series 2013-2017 520d Luxury Line,BMW,35000,Diesel,Automatic,Second,1995,23.0
1157,Ambassador Classic Nova Diesel,Ambassador,80000,Diesel,Manual,Third,1489,1.35
1158,Mahindra Scorpio VLX 2.2 mHawk BSIII,Mahindra,62729,Diesel,Manual,First,2179,6.32
1159,Volkswagen Vento Diesel Comfortline,Volkswagen,34000,Diesel,Manual,First,1598,3.4
1160,Maruti Zen VX,Maruti,70000,Petrol,Manual,Second,993,0.77
1161,Maruti 800 DX BSII,Maruti,32000,Petrol,Manual,First,796,0.9
1162,Toyota Corolla Altis 1.8 VL CVT,Toyota,21000,Petrol,Automatic,First,1798,18.0
1163,BMW 3 Series 328i Sport Line,BMW,49000,Petrol,Automatic,First,1997,19.0
1164,Ford Ikon 1.3 Flair,Ford,40000,Petrol,Manual,Third,1299,1.1
1165,Chevrolet Beat LT,Chevrolet,78000,Petrol,Manual,Second,1199,2.0
1166,Toyota Corolla Altis 1.4 DG,Toyota,52000,Diesel,Manual,First,1364,6.5
1167,Mahindra XUV500 W4,Mahindra,65213,Diesel,Manual,First,2179,9.45
1168,Hyundai Xcent 1.1 CRDi Base,Hyundai,170000,Diesel,Manual,First,1120,4.0
1169,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mercedes-Benz,36884,Diesel,Automatic,First,2143,32.25
1170,Hyundai i10 Sportz,Hyundai,62500,Petrol,Manual,First,1197,2.1
1171,Toyota Corolla Altis VL AT,Toyota,68000,Petrol,Automatic,Second,1798,9.75
1172,Toyota Corolla 1.8 J,Toyota,40748,Petrol,Manual,First,1798,6.3
1173,Audi Q3 2.0 TDI Quattro,Audi,60000,Diesel,Automatic,First,1968,21.0
1174,Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,12400,Diesel,Manual,First,1396,4.65
1175,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedes-Benz,87000,Diesel,Automatic,Second,2143,17.0
1176,Maruti Ritz VDi,Maruti,20248,Diesel,Manual,First,1248,4.35
1177,Hyundai Creta 1.6 SX Plus Diesel,Hyundai,52383,Diesel,Manual,First,1582,14.82
1178,Jaguar XE 2.0L Diesel Prestige,Jaguar,1000,Diesel,Automatic,First,1999,40.0
1179,Mahindra Xylo D4,Mahindra,85000,Diesel,Manual,First,2489,6.15
1180,Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,47000,Diesel,Manual,First,2494,11.25
1181,Toyota Camry 2.5 Hybrid,Toyota,17585,Petrol,Automatic,First,2494,32.0
1182,Audi Q5 3.0 TDI Quattro,Audi,32496,Diesel,Automatic,First,2967,45.62
1183,Maruti Swift VDI,Maruti,34613,Diesel,Manual,First,1248,6.24
1184,Maruti Ertiga VDI Limited Edition,Maruti,153000,Diesel,Manual,First,1248,4.8
1185,Maruti Swift VXi BSIV,Maruti,54000,Petrol,Manual,Second,1197,4.5
1186,Hyundai i10 Sportz,Hyundai,16900,Petrol,Manual,First,1197,3.87
1187,Hyundai i10 Sportz,Hyundai,62334,Petrol,Manual,First,1197,2.75
1188,Maruti Baleno Sigma 1.2,Maruti,23714,Petrol,Manual,First,1197,6.57
1189,Hyundai Accent Executive,Hyundai,52325,Petrol,Manual,First,1495,2.0
1190,Honda Brio S MT,Honda,50000,Petrol,Manual,First,1198,3.65
1191,Maruti Swift ZDi,Maruti,55746,Diesel,Manual,First,1248,6.95
1192,Hyundai Xcent 1.2 VTVT S,Hyundai,54000,Petrol,Manual,First,1197,5.5
1193,Mahindra XUV500 W8 2WD,Mahindra,43000,Diesel,Manual,First,2179,7.0
1194,Mercedes-Benz E-Class E250 CDI Avantgrade,Mercedes-Benz,40000,Diesel,Automatic,First,2143,24.0
1195,Land Rover Freelander 2 TD4 S,Land,125000,Diesel,Automatic,Second,2179,11.0
1196,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedes-Benz,51944,Diesel,Automatic,First,2143,32.5
1197,Hyundai i20 Asta 1.4 CRDi,Hyundai,46950,Diesel,Manual,First,1396,6.45
1198,Skoda Octavia Elegance 2.0 TDI AT,Skoda,23000,Diesel,Automatic,First,1968,15.75
1199,Honda City 1.5 S MT,Honda,54546,Petrol,Manual,First,1497,5.5
1200,Toyota Fortuner 4x2 AT,Toyota,51535,Diesel,Automatic,First,2982,19.03
1201,Audi Q3 2.0 TDI Quattro,Audi,45000,Diesel,Automatic,First,1968,15.25
1202,Maruti Alto K10 2010-2014 VXI,Maruti,46004,Petrol,Manual,First,998,2.4
1203,Tata Indigo eCS LX BSIV,Tata,124000,Diesel,Manual,First,1396,2.3
1204,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,77395,Diesel,Automatic,First,1968,14.35
1205,Honda City i-VTEC CVT VX,Honda,22974,Petrol,Automatic,First,1497,11.97
1206,Toyota Fortuner 2.8 2WD MT,Toyota,65012,Diesel,Manual,First,2755,18.9
1207,Hyundai Grand i10 Sportz,Hyundai,17125,Petrol,Manual,First,1197,5.4
1208,Maruti Eeco 7 Seater Standard,Maruti,90413,Petrol,Manual,First,1196,2.95
1209,Volkswagen Polo Petrol Highline 1.2L,Volkswagen,37000,Petrol,Manual,First,1198,5.1
1210,Maruti Wagon R LXI Minor,Maruti,65000,Petrol,Manual,First,1061,1.5
1211,Honda City 1.5 V MT,Honda,66000,Petrol,Manual,First,1497,4.9
1212,Honda Civic 2010-2013 1.8 S MT,Honda,86000,Petrol,Manual,First,1799,2.9
1213,Honda City 1.5 EXI,Honda,98437,Petrol,Manual,First,1493,1.15
1214,Hyundai i20 1.2 Magna,Hyundai,18000,Petrol,Manual,First,1197,2.3
1215,Hyundai Grand i10 CRDi Sportz Celebration Edition,Hyundai,35070,Diesel,Manual,First,1120,5.99
1216,Volkswagen Vento Petrol Highline AT,Volkswagen,42000,Petrol,Automatic,Third,1598,3.4
1217,Hyundai i10 Sportz 1.2,Hyundai,40000,Petrol,Manual,First,1197,1.7
1218,Hyundai i20 Asta,Hyundai,43000,Petrol,Manual,First,1197,1.99
1219,Chevrolet Beat LS,Chevrolet,65000,Petrol,Manual,First,1199,2.5
1220,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,74000,Diesel,Manual,First,1199,4.85
1221,Ford Figo Petrol LXI,Ford,51192,Petrol,Manual,First,1196,2.65
1222,Audi TT 2.0 TFSI,Audi,14262,Petrol,Automatic,First,1984,27.35
1223,Honda City i DTEC VX,Honda,66339,Diesel,Manual,Second,1498,6.9
1224,Ford Figo Diesel Titanium,Ford,90200,Diesel,Manual,First,1399,3.5
1225,Toyota Innova 2.5 ZX Diesel 7 Seater,Toyota,57854,Diesel,Manual,First,2494,12.5
1226,Maruti Ciaz 1.4 AT Alpha,Maruti,32000,Petrol,Automatic,First,1373,9.2
1227,Hyundai Grand i10 AT Asta,Hyundai,29631,Petrol,Automatic,First,1197,4.9
1228,Honda City 1.3 DX,Honda,55005,Petrol,Manual,First,1496,3.2
1229,Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Ford,54173,Petrol,Manual,First,999,5.55
1230,Skoda Octavia Ambition 1.8 TSI AT,Skoda,50000,Petrol,Automatic,First,1798,13.5
1231,Fiat Linea Emotion (Diesel),Fiat,145000,Diesel,Manual,First,1248,2.6
1232,Maruti Swift Lxi BSIII,Maruti,78000,Petrol,Manual,First,1298,4.5
1233,Land Rover Discovery 4 TDV6 SE,Land,65000,Diesel,Automatic,Second,2993,34.0
1234,Toyota Innova 2.5 V Diesel 7-seater,Toyota,120000,Diesel,Manual,First,2494,12.0
1235,Maruti Swift LDI,Maruti,14000,Diesel,Manual,First,1248,5.25
1236,Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,57456,Diesel,Automatic,First,1968,21.56
1237,BMW 5 Series 520d Luxury Line,BMW,44450,Diesel,Automatic,First,1995,24.68
1238,Hyundai i20 Magna Optional 1.2,Hyundai,63777,Petrol,Manual,First,1197,3.67
1239,BMW X1 M Sport sDrive 20d,BMW,31000,Diesel,Automatic,First,1995,29.5
1240,Toyota Etios G,Toyota,60000,Petrol,Manual,First,1496,3.1
1241,Tata Indigo LX,Tata,78008,Diesel,Manual,First,1405,2.9
1242,Mercedes-Benz M-Class ML 350 4Matic,Mercedes-Benz,33000,Diesel,Automatic,Second,2987,43.0
1243,Volkswagen Beetle 2.0,Volkswagen,27078,Petrol,Automatic,First,1984,15.95
1244,Volkswagen Polo GT TDI,Volkswagen,57275,Diesel,Manual,First,1598,4.5
1245,Hyundai Grand i10 CRDi Magna,Hyundai,45000,Diesel,Manual,First,1120,3.49
1246,Maruti Swift VDI BSIV,Maruti,57319,Diesel,Manual,First,1248,4.25
1247,Hyundai Verna CRDi 1.4 E,Hyundai,121097,Diesel,Manual,Second,1396,1.9
1248,BMW 5 Series 2003-2012 525d,BMW,89000,Diesel,Automatic,First,1995,16.57
1249,Honda City 1.5 S MT,Honda,72000,Petrol,Manual,First,1497,5.75
1250,Audi A4 2.0 TDI,Audi,36000,Diesel,Automatic,Second,1968,14.0
1251,Fiat Linea Classic Plus 1.3 Multijet,Fiat,86000,Diesel,Manual,Second,1248,2.5
1252,Honda City 1.3 EXI,Honda,85000,Petrol,Manual,First,1343,1.2
1253,BMW 3 Series 320d Luxury Line,BMW,37613,Diesel,Automatic,First,1995,13.95
1254,Ford Fiesta 1.4 Duratec EXI,Ford,100000,Petrol,Manual,First,1388,1.6
1255,Tata Nano XTA,Tata,5240,Petrol,Automatic,First,624,3.6
1256,Maruti Ignis 1.2 Delta,Maruti,16862,Petrol,Manual,First,1197,6.06
1257,Maruti Swift Dzire ZXi,Maruti,59254,Petrol,Manual,Second,1298,5.29
1258,Ford Ecosport 1.5 DV5 MT Titanium,Ford,60000,Diesel,Manual,First,1498,5.75
1259,Maruti Swift 1.3 ZXI,Maruti,50295,Petrol,Manual,First,1496,5.8
1260,Maruti Swift Dzire VXI,Maruti,47674,Petrol,Manual,First,1197,5.72
1261,Hyundai i10 Sportz AT,Hyundai,61517,Petrol,Automatic,First,1197,4.39
1262,Mahindra XUV500 W6 2WD,Mahindra,62946,Diesel,Manual,First,2179,11.05
1263,Hyundai i20 Magna 1.4 CRDi,Hyundai,66823,Diesel,Manual,Second,1396,4.83
1264,Hyundai i20 Asta 1.4 CRDi,Hyundai,107000,Diesel,Manual,Second,1396,4.5
1265,BMW 7 Series 730Ld,BMW,55000,Diesel,Automatic,Second,2993,19.5
1266,Skoda Rapid 1.6 MPI AT Style Plus,Skoda,24000,Petrol,Automatic,First,1598,8.75
1267,Honda City i VTEC VX,Honda,54317,Petrol,Manual,First,1497,8.4
1268,Hyundai Xcent 1.2 Kappa SX,Hyundai,10200,Petrol,Manual,First,1197,4.99
1269,Honda City i DTec E,Honda,24337,Diesel,Manual,First,1498,8.18
1270,Honda Brio S Option MT,Honda,79000,Petrol,Manual,First,1198,2.9
1271,Maruti Ciaz ZDi Plus SHVS,Maruti,40500,Diesel,Manual,First,1248,7.1
1272,Maruti Swift Dzire VDI Optional,Maruti,23000,Diesel,Manual,First,1248,7.05
1273,Honda CR-V 2.4L 4WD AT,Honda,63050,Petrol,Automatic,First,2354,17.5
1274,Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,78000,Petrol,Automatic,Second,1794,3.41
1275,Honda City 1.5 V MT,Honda,66245,Petrol,Manual,First,1497,5.68
1276,Mahindra Scorpio LX BS IV,Mahindra,74112,Diesel,Manual,First,2179,4.1
1277,Skoda Laura 1.8 TSI Ambiente,Skoda,87670,Petrol,Manual,First,1798,4.0
1278,BMW 3 Series 320d Sport Line,BMW,10000,Diesel,Automatic,First,1995,30.0
1279,Maruti SX4 Zxi BSIII,Maruti,62493,Petrol,Manual,First,1586,1.8
1280,Maruti Ciaz VXi Plus,Maruti,44620,Petrol,Manual,First,1373,6.93
1281,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,60000,Diesel,Manual,First,2494,7.9
1282,Hyundai Santro Xing GL,Hyundai,20842,Petrol,Manual,First,1086,2.78
1283,Hyundai Santa Fe 4WD AT,Hyundai,110000,Diesel,Automatic,First,2199,14.4
1284,Mercedes-Benz New C-Class C250 Avantgarde,Mercedes-Benz,45000,Petrol,Automatic,Second,1796,13.5
1285,Maruti Alto LXi,Maruti,49008,Petrol,Manual,First,796,2.88
1286,Maruti Alto 800 2016-2019 LXI,Maruti,31000,Petrol,Manual,First,796,2.15
1287,Nissan Sunny 2011-2014 XV,Nissan,8000,Petrol,Manual,First,1498,3.75
1288,Maruti Alto 800 2016-2019 VXI,Maruti,171,Petrol,Manual,First,796,3.6
1289,Maruti Alto K10 VXI,Maruti,2100,Petrol,Manual,First,998,3.6
1290,Hyundai Grand i10 1.2 Kappa Sportz AT,Hyundai,20667,Petrol,Automatic,First,1197,7.55
1291,Honda Mobilio S i DTEC,Honda,50000,Diesel,Manual,First,1498,4.7
1292,Tata Manza Aqua Quadrajet,Tata,100030,Diesel,Manual,Second,1248,1.6
1293,Chevrolet Optra Magnum 2.0 LT,Chevrolet,75372,Diesel,Manual,First,1991,3.34
1294,Honda City i VTEC CVT VX,Honda,60475,Petrol,Automatic,First,1497,9.1
1295,Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,18453,Petrol,Manual,First,1197,6.17
1296,Hyundai Verna CRDi 1.6 SX,Hyundai,96578,Diesel,Manual,First,1582,2.5
1297,Nissan Micra XL,Nissan,31001,Petrol,Manual,First,1198,3.0
1298,Hyundai Verna 1.6 SX,Hyundai,65900,Diesel,Manual,First,1582,5.75
1299,Hyundai Creta 1.6 VTVT E Plus,Hyundai,26246,Petrol,Manual,First,1591,10.75
1300,Maruti Wagon R VXI BS IV,Maruti,62700,Petrol,Manual,Second,998,2.85
1301,Honda Accord 2.4 Elegance A/T,Honda,90000,Petrol,Automatic,First,2354,6.5
1302,Honda City 1.5 S AT,Honda,36000,Petrol,Automatic,First,1497,9.45
1303,Maruti Baleno Alpha 1.3,Maruti,46000,Diesel,Manual,First,1248,6.75
1304,Honda City i DTec V,Honda,73003,Diesel,Manual,First,1498,7.75
1305,Hyundai i20 Era 1.4 CRDi,Hyundai,46566,Diesel,Manual,First,1396,4.4
1306,Mercedes-Benz E-Class 2015-2017 E350 Edition E,Mercedes-Benz,41493,Diesel,Automatic,First,2987,42.0
1307,Nissan Terrano XV 110 PS,Nissan,103788,Diesel,Manual,First,1461,5.67
1308,Renault Duster 110PS Diesel RxZ AMT,Renault,45000,Diesel,Automatic,First,1461,11.5
1309,Maruti Wagon R LXI Minor,Maruti,120000,Petrol,Manual,First,998,1.69
1310,Hyundai Getz 1.5 CRDi GVS,Hyundai,97359,Diesel,Manual,Second,1493,1.8
1311,Maruti Ritz LXi,Maruti,62000,Petrol,Manual,First,1197,3.2
1312,Honda City 1.5 GXI,Honda,115000,Petrol,Manual,Second,1496,1.5
1313,BMW 5 Series 520d Sport Line,BMW,18373,Diesel,Automatic,First,1995,45.86
1314,Volkswagen Polo 1.2 MPI Highline,Volkswagen,60453,Petrol,Manual,First,1198,5.1
1315,Ford Figo Petrol ZXI,Ford,69009,Petrol,Manual,Second,1196,2.4
1316,BMW 3 Series 320d Luxury Line,BMW,30000,Diesel,Automatic,First,1995,22.0
1317,Hyundai Verna 1.6 SX CRDi (O),Hyundai,70707,Diesel,Manual,First,1582,4.28
1318,Renault Duster 85PS Diesel RxL,Renault,64677,Diesel,Manual,First,1461,5.67
